User Rating Count,Price,In-app Purchases,Developer,Age Rating,Languages,Size,others,Action,Adventure,Board,Books,Business,Card,Casino,Casual,Education,Entertainment,Family,Finance,Food & Drink,Games,Health & Fitness,Lifestyle,Music,News,Productivity,Puzzle,Racing,Reference,Role Playing,Simulation,Social Networking,Sports,Strategy,Travel,Trivia,Utilities,Word,Medical,Navigation,Photo & Video,Shopping,Original Release Year,Original Release Month,Original Release Day,Current Version Release Year,Current Version Release Month,Current Version Release Day
6.594709592071049e-06,0.0,9.99,0.786508240705251,2,11,0.06891385097566026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,11,29,2019,6,18
3.9897993032029843e-05,0.0,0.99,0.17286316596397086,1,1,0.005104996939477875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2012,2,15,2012,2,15
1.3848890143349203e-05,0.0,0.99,1.0003832886163282,1,21,0.07085903607373757,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,11,7,2016,11,7
2.7697780286698406e-05,0.021358668476319738,0.99,0.008049060942889995,1,3,0.0073124030155609695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,12,15,2017,3,16
3.627090275639077e-06,0.0,2.99,0.5496358758144884,1,1,0.004117892175033425,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,9,23,2013,9,23
2.967619316431972e-06,0.0,0.99,1.0003832886163282,2,3,0.007846951844589707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,3,17,2016,7,13
0.0002726912416321379,0.021358668476319738,1.99,0.3725565350709084,1,1,0.04324093554992574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2012,3,6,2019,7,28
0.0004161261752596832,0.0,8.08090909090909,0.17477960904561135,1,5,0.07113410758977531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2018,3,14,2019,7,19
3.2973547960355245e-06,0.0,0.99,1.0003832886163282,1,1,0.032608501141444535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,12,1,2018,12,4
0.0001088127082691723,0.0,30.99,0.017247987734764277,3,1,0.06828036843222018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,9,9,2016,7,20
8.672043113573429e-05,0.0,28.990000000000002,0.3250287466462246,2,4,0.014982450130505585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013,7,17,2016,12,20
6.9244450716746014e-06,0.0,0.99,1.0003832886163282,1,1,0.0030418921648077183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,11,5,2015,11,5
3.9568257552426295e-06,0.0,0.99,0.5695668838635493,1,1,0.0066114308064759405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,7,4,2019,1,23
1.9784128776213148e-06,0.021358668476319738,0.99,0.8915293215791491,1,3,0.022110534778907433,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,1,10,2018,5,6
3.0335664123526823e-05,0.028502035859704265,4.99,1.0003832886163282,2,1,0.04157005503986747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,8,26,2016,1,27
3.363301891956235e-05,0.0,0.99,1.0003832886163282,1,1,0.011516191128687965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,3,20,2017,10,16
2.967619316431972e-06,0.0,0.99,0.3637408968953622,2,1,0.015446441581814603,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,10,1,2017,2,6
7.254180551278154e-06,0.0,0.99,1.0003832886163282,1,1,0.014908058112692402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,7,3,2013,10,21
1.1870477265727888e-05,0.0,0.99,0.12341893445764661,1,1,0.017024779444283957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,11,12,2018,12,28
2.2092277133438012e-05,0.0,1.6566666666666667,1.0003832886163282,1,5,0.013455544128638754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011,12,19,2012,10,6
7.254180551278154e-06,0.0,4.890000000000001,0.8761977769260253,1,1,0.20504050658152062,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,2,9,2017,2,28
1.9784128776213148e-06,0.01421530109293521,0.99,1.0003832886163282,2,2,0.00037605037183226773,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,9,21,2016,10,31
0.0004124990849840441,0.0,4.49,1.0003832886163282,2,7,0.04307067752977598,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,3,11,2015,1,20
0.0002196038294159659,0.0,2.99,1.0003832886163282,3,1,0.02280664977720741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,11,14,2016,7,13
2.0443599735420252e-05,0.0,0.99,0.1080873898045228,1,1,0.014163626649214793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,3,9,2014,3,9
9.562328908503021e-05,0.0,18.59,1.0003832886163282,1,11,0.024293211920106552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,8,15,2017,11,6
1.4508361102556308e-05,0.0,0.99,0.5132234572633193,1,3,0.01597050906125454,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,3,26,2016,5,10
4.616296714449734e-06,0.0,1.99,0.03794557301648141,1,1,0.013980075210074366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,7,26,2018,2,15
9.298540524820178e-05,0.0,2.39,0.10195477194327328,1,1,0.015287687481945237,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,12,1,2019,4,2
6.396868304308918e-05,0.0,5.99,0.6132617861249521,1,1,0.03982478251199603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,12,8,2017,3,27
1.5497567541366965e-05,0.0,27.13285714285714,0.85511690302798,1,1,0.08480562209366237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,5,26,2019,5,16
1.6486773980177622e-06,0.0,4.49,0.5933307780758912,1,1,0.02413164575083531,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,7,12,2017,7,15
1.220021274533144e-05,0.0,3.24,0.8171713300114987,1,1,0.017785316396154112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,9,8,2016,12,13
2.9016722205112616e-05,0.0,2.99,0.24338827136834035,1,4,0.012426204398539897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2010,9,23,2011,12,3
6.9244450716746014e-06,0.0,0.99,1.0003832886163282,1,16,0.020539610553952106,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,12,8,2017,6,1
1.3189419184142098e-05,0.0,2.99,1.0003832886163282,1,2,0.02471169897563981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,4,5,2018,8,1
1.0881270826917231e-05,0.0,3.3233333333333333,1.0003832886163282,1,1,0.017997244171986164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,9,30,2016,4,11
1.4178625622952755e-05,0.021358668476319738,0.99,1.0003832886163282,3,2,0.014434607882486176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,7,8,2015,8,29
8.573122469692363e-05,0.0,1.6566666666666667,1.0003832886163282,1,2,0.01532203971576689,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2012,2,16,2012,7,30
9.232593428899467e-06,0.0,0.99,1.0003832886163282,3,3,0.01861053094426734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,9,19,2017,9,27
0.0014043434076315298,0.0,4.29,0.8129551552318897,1,1,0.01844282935084656,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,6,15,2016,9,5
0.0003528169631758011,0.0,26.389999999999997,0.5596013798390188,1,1,0.05279251273739618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,5,11,2017,9,25
3.627090275639077e-06,0.007071933709550682,3.99,1.0003832886163282,2,1,0.04011519258840763,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,12,16,2018,12,5
7.583916030881706e-06,0.007071933709550682,0.99,1.0003832886163282,1,1,0.4024500793770499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2019,6,7,2019,6,7
4.616296714449734e-06,0.007071933709550682,15.99,1.0003832886163282,1,5,0.06417755917488771,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,10,17,2016,6,16
4.02277285116334e-05,0.0,6.656666666666666,1.0003832886163282,2,11,0.02663617701721242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,6,4,2017,6,22
4.946032194053286e-06,0.0,25.24,1.0003832886163282,1,1,0.3277032295338867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2016,3,30,2019,5,27
0.00048767877433365407,0.0,5.49,1.0003832886163282,1,25,0.021691280795355483,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,4,21,2017,9,23
6.264974112467496e-06,0.0,1.6566666666666667,1.0003832886163282,3,1,0.03269286322350072,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,10,21,2016,2,22
1.7146244939384728e-05,0.0,8.24,0.4584131851284017,3,1,0.0064194431591298945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,2,16,2018,7,10
0.00023411219051852223,0.0,11.69,1.0003832886163282,1,111,0.13081184443632068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2018,4,25,2019,7,30
1.6486773980177622e-06,0.0,0.99,0.32732847834419315,3,1,0.0032896099148454257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,4,10,2014,4,10
7.254180551278154e-06,0.0,3.6900000000000004,1.0003832886163282,1,1,0.022997103568516072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,8,23,2018,5,14
8.639069565613074e-05,0.0,0.99,0.9946339593714066,1,1,0.012539784390969679,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,12,20,2017,10,9
5.935238632863944e-06,0.0,34.99,1.0003832886163282,3,1,0.04648964263710756,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,11,10,2017,11,18
1.9784128776213148e-06,0.0,8.99,1.0003832886163282,3,1,0.023058969095357273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,6,16,2016,10,4
1.6486773980177622e-06,0.0,2.99,0.0045994633959371405,4,1,0.011242142183341812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,2,1,2015,2,1
1.8135451378195385e-05,0.01421530109293521,0.99,1.0003832886163282,1,1,0.006880878183709938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,5,26,2016,6,10
8.80393730541485e-05,0.028502035859704265,0.99,0.6147949405902645,3,1,0.009755068755096876,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,6,16,2018,10,12
8.573122469692364e-06,0.0,1.6566666666666667,0.32886163280950553,1,1,0.005600108392493308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,7,31,2017,10,24
0.00044151580718915673,0.0,4.323333333333333,0.5419701034879264,1,1,0.031744684549723776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,5,25,2017,9,11
3.9568257552426295e-06,0.0,0.99,1.0003832886163282,3,1,0.08060439040726435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,2,23,2016,2,23
0.003972323322783996,0.0,21.29,0.28861632809505555,1,11,0.061131065441967836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,5,3,2019,7,29
3.2973547960355245e-06,0.028502035859704265,0.99,0.9681870448447681,1,1,0.005356225282549064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,2,8,2015,2,8
0.003912311465496149,0.0,16.189999999999998,1.0003832886163282,2,12,0.3781770632281023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2018,4,29,2019,8,2
4.121693495044406e-05,0.0,10.19,1.0003832886163282,2,1,0.027794493968111133,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,9,13,2016,2,6
3.9238522072822744e-05,0.0,0.99,0.18551169030279802,1,3,0.005068966551313237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,5,29,2010,6,15
0.0001559648818524803,0.0,26.59,0.5596013798390188,1,1,0.04974116179369125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,2,26,2017,1,13
0.00010353694059551546,0.0,1.99,0.33729398236872365,2,1,0.053527996707322376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017,10,26,2018,4,11
7.583916030881706e-06,0.0,3.49,0.8129551552318897,1,1,0.018401159595164262,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,11,29,2016,11,29
2.143280617423091e-05,0.0,4.19,1.0003832886163282,2,1,0.014731153383047311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,2,28,2015,3,23
5.143873481815418e-05,0.03564540324308879,0.99,0.45611345343043314,3,4,0.05928046813286261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2014,3,17,2019,1,9
1.6816509459781175e-05,0.0,11.87888888888889,0.04101188194710617,1,11,0.07395052291708741,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,1,16,2019,6,5
5.605503153260391e-06,0.007071933709550682,0.99,0.31659639708700654,3,1,0.02005158869139072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,9,10,2015,9,10
7.583916030881706e-06,0.0,1.99,0.13721732464545802,3,1,0.011450762332442205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,12,12,2012,12,19
6.627683140031405e-05,0.03564540324308879,0.99,1.0003832886163282,1,19,0.036313786042421345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,10,18,2018,12,10
1.6486773980177622e-06,0.0,5.29,1.0003832886163282,1,2,0.02394221453021824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2018,2,17,2019,7,17
0.0034299084588361524,0.0,3.79,0.8129551552318897,1,2,0.01821223965989299,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,12,5,2016,8,22
0.0001012287922382906,0.0,0.99,1.0003832886163282,1,1,0.004198921415602128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,2,5,2010,5,25
1.3189419184142098e-05,0.0,13.823333333333332,0.9931008049060943,1,4,0.006114160121548504,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,4,25,2012,10,18
5.5725296053000365e-05,0.0,0.99,0.8861632809505557,2,1,0.0531941273765182,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,5,11,2018,8,21
1.9784128776213148e-06,0.0,0.99,1.0003832886163282,3,16,0.006534226719260886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,10,17,2015,10,17
6.9244450716746014e-06,0.0,1.99,0.9609045611345343,1,1,0.02872682279616843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,3,5,2019,3,27
4.286561234846182e-06,0.0,0.99,1.0003832886163282,1,25,0.005260103637539593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,3,18,2015,4,8
2.308148357224867e-06,0.0,0.99,1.0003832886163282,1,1,0.013521452254896196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,6,29,2014,6,29
